herb,symptom,indication
U48,C0040034,0
U115,C0241210,0
U882,C0234144,0
U6,C0030193,1
U77,C0002622,0
U894,C0039070,0
U382,C0020429,1
U950,C0011991,1
U566,C0030193,1
U13,C0032285,0
U351,C0013595,1
U689,C1691779,0
U919,C0000737,1
U56,C0151825,0
U149,C3203358,0
U1010,C0013604,1
U394,C0020305,0
U54,C0010200,1
U146,C0015230,1
U10,C0009806,1
U642,C0000737,1
U590,C0751837,0
U241,C0032914,0
U17,C0237326,0
U690,C0013491,0
U812,C0338591,0
U274,C0010200,1
U190,C0013604,0
U454,C0000737,1
U639,C0010200,1
U43,C0030193,1
U477,C0028756,0
U432,C0026821,0
U1006,C0042798,0
U1025,C0015230,1
U810,C0020429,1
U951,C0018989,1
U230,C0086132,1
U784,C0030193,1
U232,C0085636,1
U363,C0020429,1
U951,C0013595,0
U141,C0022346,1
U951,C0030193,1
U778,C0002103,0
U129,C0015230,1
U286,C0240735,0
U941,C0032285,1
U999,C0030193,1
U353,C3714756,0
U622,C0030193,1
U24,C0000737,1
U412,C0023015,0
U175,C0022346,1
U363,C0030193,1
U713,C0023015,0
U382,C0476254,0
U733,C0022346,0
U367,C3203358,0
U709,C0020429,1
U454,C0020429,1
U106,C0011991,1
U37,C0011991,1
U37,C0013604,1
U967,C0003537,0
U263,C0020429,1
U967,C0155320,0
U205,C0030193,1
U12,C0021359,1
U77,C0008031,1
U372,C0013595,1
U332,C0042571,0
U865,C0002622,0
U443,C0039070,0
U982,C0020505,0
U60,C0021359,0
U174,C0917816,0
U594,C0036572,1
U930,C0020429,1
U746,C0012833,0
U394,C0031154,0
U930,C0011991,1
U76,C0237326,1
U430,C0023015,0
U147,C0178417,0
U622,C0003537,0
U875,C0010200,1
U636,C0020429,1
U758,C0032285,1
U102,C0034150,0
U315,C0178417,0
U523,C0231791,0
U145,C0042384,0
U188,C0010200,1
U519,C3668816,0
U523,C1836296,0
U302,C0042963,0
U1026,C0086565,0
U202,C0019214,0
U418,C0427190,0
U38,C0011570,0
U95,C0033774,1
U266,C0085636,0
U204,C0086565,0
U793,C0039070,1
U20,C0152031,1
U205,C0700078,0
U110,C0013604,1
U136,C0015230,0
U287,C0476273,0
U844,C0026837,0
U61,C0751295,0
U437,C0014118,0
U898,C0009806,1
U382,C0010200,1
U169,C0000737,1
U732,C3668816,0
U840,C1145670,0
U778,C0003126,0
U599,C0013604,0
U245,C0234133,0
U268,C0022541,0
U721,C0003113,0
U560,C0086132,1
U891,C0427190,0
U59,C1860844,0
U4,C0010200,1
U1010,C0020505,0
U113,C0427055,0
U483,C0013421,0
U247,C0020429,1
U861,C0011991,1
U944,C0023014,0
U659,C0042571,1
U821,C0020429,1
U231,C0012833,0
U460,C0030193,1
U23,C0700078,0
U890,C0020429,1
U416,C1691779,0
U524,C0020429,1
U1033,C0237326,1
U175,C0006625,0
U215,C0003578,0
U821,C0030193,1
U691,C0020429,1
U263,C0033774,1
U913,C3203358,0
U13,C0018834,0
U811,C0155320,0
U944,C0003126,0
U897,C0015967,0
U199,C0018776,0
U607,C0018777,0
U769,C0020305,0
U874,C0000737,1
U265,C0030193,1
U129,C0033774,1
U711,C0018681,1
U351,C0030193,1
U47,C0231835,1
U59,C0008031,1
U875,C0427055,0
U54,C0013604,0
U30,C0013604,1
U412,C0030193,1
U650,C0015672,1
U473,C0700590,0
U951,C0008031,1
U271,C0030193,1
U769,C0009806,0
U758,C0010200,1
U611,C0032285,0
U86,C0231528,0
U782,C1691779,0
U756,C0011991,0
U988,C0018681,0
U861,C0033377,0
U680,C0013404,0
U212,C0012833,0
U54,C0018681,1
U776,C0018776,0
U899,C0042963,0
U756,C0006271,0
U674,C0032285,1
U297,C0000737,1
U744,C0015967,1
U923,C0023380,0
U446,C0020429,1
U314,C0003862,0
U669,C0030193,1
U751,C0042963,0
U659,C0020429,1
U363,C0011991,1
U178,C0020615,0
U649,C0011991,1
U423,C0030193,1
U335,C0009806,1
U685,C1384666,0
U902,C0015644,0
U597,C0013404,1
U890,C0008031,1
U710,C0035078,0
U654,C0018784,0
U516,C0013604,1
U421,C0151908,0
U40,C0022346,1
U488,C0011991,1
U430,C0020429,1
U578,C0011991,1
U503,C0020429,1
U689,C0033687,0
U649,C0032285,1
U173,C0032285,1
U372,C0030193,1
U263,C0015967,1
U260,C0030193,1
U87,C0699731,0
U538,C0020429,1
U51,C0013595,0
U232,C0000737,1
U221,C0086437,0
U944,C0030193,1
U903,C0917816,0
U146,C0973461,0
U705,C0231528,0
U77,C0009421,1
U185,C0030193,1
U576,C0231712,0
U172,C0030193,1
U213,C0042384,0
U872,C0015967,1
U664,C0013604,1
U146,C0010200,1
U311,C0006271,0
U293,C0020305,0
U391,C0020615,0
U344,C0271215,0
U292,C0015967,0
U1043,C0231528,0
U325,C0023014,0
U644,C0020429,1
U755,C0022116,0
U125,C0010200,1
U372,C0012833,1
U5,C0021359,1
U453,C1568249,0
U716,C0751265,0
U387,C0020429,1
U263,C0018681,1
U197,C4020887,0
U204,C0033687,0
U567,C1262477,0
U443,C0033774,1
U1027,C0009398,0
U505,C0237326,1
U657,C0427055,0
U1025,C0030193,1
U103,C0020429,1
U614,C1963154,0
U313,C0235153,0
U945,C0011991,1
U224,C0151786,0
U165,C0000737,1
U670,C0000737,1
U948,C0001925,0
U163,C0032914,0
U52,C0040822,0
U62,C0009398,0
U311,C0241210,0
U70,C0013595,1
U258,C0042963,1
U966,C0022541,0
U127,C0022346,1
U912,C0003126,0
U682,C0030193,1
U867,C0030193,1
U409,C0039070,0
U858,C0234378,0
U339,C0000737,1
U169,C0000737,1
U440,C0013491,0
U174,C0020429,0
U325,C0010200,1
U34,C0010200,1
U234,C1145670,0
U430,C0018681,1
U144,C0020505,0
U540,C0162674,0
U709,C0030193,1
U784,C0003123,0
U182,C0699731,0
U214,C0231807,0
U101,C0000737,1
U842,C1860844,0
U664,C0019825,1
U84,C0023012,0
U661,C0000737,1
U287,C0026837,0
U534,C0030193,1
U143,C0018681,1
U120,C0015644,0
U274,C0009806,1
U956,C0008031,0
U734,C0020429,1
U439,C0043094,0
U36,C0000737,1
U655,C0152200,0
U930,C0270948,0
U241,C0700078,0
U484,C0042571,0
U730,C0270948,0
U396,C0014118,0
U480,C0029089,0
U339,C0042963,1
U447,C0237326,1
U829,C0020429,1
U829,C0000737,1
U966,C0026821,0
U963,C0020429,1
U36,C0020429,1
U652,C0030486,0
U926,C0042384,0
U13,C0020429,1
U434,C0026837,0
U447,C0040822,0
U164,C0010200,1
U393,C0042571,1
U262,C0010200,1
U504,C0699731,0
U932,C0021368,0
U664,C0030193,1
U601,C0010200,0
U455,C0237326,1
U579,C0019825,1
U612,C0010200,1
U13,C0029089,0
U837,C0018784,0
U679,C0030193,1
U244,C0009806,0
U164,C0042571,1
U697,C0231528,0
U483,C0033687,0
U741,C0851578,0
U223,C0233565,0
U862,C0030193,1
U860,C0030193,1
U999,C0020429,1
U553,C0152031,0
U845,C0008489,0
U635,C0020429,1
U584,C0015967,1
U1023,C0014335,0
U447,C0030193,1
U574,C0015967,0
U650,C0018989,1
U110,C0020429,1
U363,C0030193,1
U125,C0030193,1
U119,C0000737,1
U842,C0018681,0
U995,C0009806,1
U776,C0008031,1
U104,C0039070,1
U443,C0042963,1
U544,C0034150,1
U765,C0427055,0
U35,C0020505,0
U305,C0036572,0
U231,C0206160,0
U644,C0026838,0
U4,C0003635,0
U659,C0019214,1
U627,C0000737,1
U504,C0178417,0
U62,C0271215,0
U177,C0026838,0
U903,C0008031,0
U339,C0003635,0
U160,C0020429,1
U349,C0010200,1
U709,C0023015,0
U39,C0027066,0
U3,C0151825,0
U437,C0005779,0
U360,C0030193,1
U873,C0018989,0
U776,C0042963,1
U302,C0030193,1
U447,C0018681,1
U271,C0020429,1
U519,C0699731,0
U693,C0010200,1
U683,C0178417,0
U516,C0020429,1
U728,C0018777,0
U627,C0028756,0
U183,C0020429,1
U412,C0020429,1
U998,C0271097,0
U917,C0270948,0
U968,C0010200,1
U664,C0021359,0
U348,C0234378,0
U416,C0030193,1
U834,C1963154,0
U66,C0009460,0
U730,C0234133,0
U112,C0003113,0
U296,C0030193,1
U187,C0031154,0
U321,C0751837,0
U912,C0235153,0
U900,C0034150,0
U927,C0023186,0
U1033,C0010200,1
U818,C0026837,0
U874,C0015967,1
U1031,C0237326,1
U363,C0005779,0
U77,C0026846,0
U171,C0020615,0
U216,C0013595,1
U207,C0151908,0
U325,C0013604,1
U859,C0018681,1
U772,C0027498,0
U629,C0031154,0
U614,C0009421,0
U411,C0033687,0
U776,C0030193,1
U417,C0030193,1
U305,C0011991,1
U443,C0010200,1
U779,C0013404,0
U847,C0020455,0
U979,C0030193,1
U682,C0042571,1
U51,C0456909,0
U24,C0020429,1
U829,C0851578,0
U88,C0008031,1
U258,C0042024,0
U995,C0011991,1
U950,C0973461,0
U196,C0030193,1
U917,C0018776,0
U395,C0039070,0
U390,C0035455,0
U409,C0020438,0
U973,C0022346,1
U360,C0237326,1
U423,C0026846,0
U619,C0011991,1
U603,C0231528,0
U950,C0013604,1
U208,C0032617,0
U440,C0030193,1
U861,C0000737,1
U711,C0020429,1
U952,C0030193,1
U24,C0338591,0
U267,C0022346,0
U781,C0011570,0
U652,C0005745,0
U360,C0085636,0
U496,C0022346,1
U526,C0013595,1
U372,C0039070,1
U504,C0020429,1
U75,C0000737,0
U944,C0851578,1
U959,C0020429,1
U540,C0002622,0
U331,C0022346,0
U973,C0002418,0
U772,C0231807,0
U171,C0026846,0
U242,C0036572,1
U463,C0237326,1
U559,C0020429,1
U629,C0011991,1
U1009,C1860844,0
U732,C0476254,0
U914,C0011991,1
U401,C0020429,0
U324,C0020305,0
U1008,C1568249,0
U582,C0020429,1
U196,C0013491,1
U862,C0020429,1
U340,C0020429,1
U803,C0015967,1
U395,C0029089,0
U639,C0456909,0
U533,C0010200,1
U841,C0011991,1
U63,C0030193,1
U590,C0086437,0
U251,C0456909,0
U610,C0015967,1
U560,C0026826,0
U674,C0013604,1
U119,C0030193,1
U1005,C0042571,0
U451,C0000737,1
U390,C0022346,1
U30,C0030193,1
U309,C0014335,0
U994,C0009398,0
U158,C0085636,0
U340,C0000737,1
U171,C0020429,1
U180,C0009806,1
U973,C0751265,0
U197,C0035078,0
U325,C0032285,1
U216,C0013604,1
U944,C0000737,1
U958,C0010200,1
U961,C0013604,1
U194,C0398650,0
U214,C0751265,0
U787,C0034150,0
U447,C1384666,0
U101,C0016382,0
U569,C0015230,0
U679,C0020429,1
U6,C0009421,1
U700,C0237326,1
U631,C0020429,1
U590,C0042963,1
U663,C0234378,0
U103,C0456909,0
U932,C0040822,0
U103,C0010200,1
U612,C0042963,1
U891,C0020429,1
U765,C0030193,1
U59,C0032285,1
U102,C0011991,1
U841,C0005779,0
U477,C0031154,0
U566,C0011991,1
U242,C0042798,0
U172,C0020429,1
U3,C0008489,0
U451,C0013595,1
U841,C0020438,0
U852,C0234376,0
U128,C0271097,0
U185,C0020429,1
U989,C0023380,0
U198,C0029089,0
U748,C0030193,1
U755,C0973461,0
U353,C1262477,0
U358,C0240735,0
U248,C0013604,1
U560,C0015230,1
U715,C3668816,0
U547,C0023014,0
U597,C0042571,1
U292,C0028756,0
U195,C1836296,0
U560,C0020429,1
U952,C0032617,0
U363,C0020429,1
U579,C0030193,1
U170,C0035229,0
U126,C0013421,0
U214,C0237326,1
U779,C0013595,0
U959,C0008489,0
U945,C0237326,0
U698,C0013604,1
U199,C0013595,0
U867,C0015967,0
U672,C1963154,0
U544,C0019214,1
U347,C0234144,0
U789,C0003126,0
U96,C0021368,0
U71,C0751265,0
U339,C0011991,1
U102,C0010200,1
U399,C0000737,1
U512,C0040034,0
U944,C0008489,0
U812,C0231835,0
U63,C0042963,1
U823,C0020429,1
U372,C0018681,1
U90,C0020429,1
U40,C0013595,1
U76,C0019572,0
U867,C0231835,1
U141,C0018681,1
U973,C0030193,1
U738,C1838869,0
U79,C0917816,0
U680,C0003862,1
U797,C0015230,0
U602,C0029089,0
U548,C0028754,0
U437,C0009421,0
U771,C0270948,0
U859,C0042571,1
U86,C0018681,1
U597,C0019214,1
U206,C0014118,0
U479,C0019825,0
U155,C0234133,0
U914,C0271215,0
U649,C0010200,1
U633,C0151786,0
U118,C0009806,0
U834,C0011991,1
U530,C1145670,0
U556,C0027066,0
U590,C0013404,0
U554,C0011570,0
U235,C3668816,0
U789,C0022346,1
U161,C0037315,0
U372,C0751295,0
U496,C0013595,1
U860,C0018989,1
U55,C0030193,1
U908,C0178417,0
U931,C0022541,0
U119,C0020429,1
U875,C0030193,1
U308,C0240735,0
U496,C0030193,1
U349,C0022346,1
U607,C0000737,1
U129,C0042024,0
U901,C0237326,1
U661,C0030193,1
U501,C0029089,0
U169,C4020887,0
U195,C0011991,1
U994,C0023014,0
U765,C0009421,1
U1043,C0427055,0
U86,C0751837,0
U372,C0015967,1
U623,C0241210,0
U314,C0015967,1
U404,C0040822,0
U656,C0009460,0
U265,C3552463,0
U83,C0010200,1
U745,C0542476,0
U687,C0013595,0
U925,C0234979,0
U297,C0013604,0
U120,C0008031,1
U694,C0086565,0
U929,C1963154,0
U841,C0237326,1
U1022,C2364082,0
U552,C1568249,0
U363,C0022346,1
U837,C1963154,0
U787,C0234144,0
U1025,C0162298,0
U390,C0008489,0
U612,C0018834,1
U598,C2364082,0
U72,C0011991,1
U974,C0151908,0
U805,C1145670,0
U602,C0241210,0
U439,C0030193,1
U487,C0015644,0
U829,C0042963,0
U678,C0237326,1
U108,C0033774,0
U554,C0751837,0
U54,C0011570,1
U148,C0233565,0
U202,C0030193,1
U504,C0234132,0
U462,C0013404,0
U120,C0020429,1
U455,C0013604,1
U91,C0015967,1
U948,C0033774,1
U79,C0542476,0
U386,C0023530,1
U698,C0000737,1
U1030,C1836296,0
U95,C0000737,1
U243,C0042798,1
U629,C0000737,1
U954,C0009398,0
U713,C0015967,1
U898,C0020429,1
U613,C0700590,0
U205,C0003862,0
U168,C0237326,1
U392,C0011570,0
U873,C2931205,0
U382,C0030193,1
U439,C0019825,1
U325,C0030193,1
U248,C0007758,0
U195,C0036572,1
U205,C0008031,1
U366,C0221263,0
U13,C1691779,0
U544,C0020305,0
U732,C0030193,0
U658,C0011991,1
U574,C0151786,0
U180,C0020429,1
U269,C0030193,1
U516,C0023530,0
U713,C0018681,1
U875,C3552463,0
U338,C0037315,0
U204,C0018989,0
U282,C0034150,1
U457,C0271215,0
U17,C0018681,1
U344,C1145670,0
U160,C0013491,1
U160,C0016382,0
U850,C0015644,0
U1032,C1262477,0
U914,C0020429,1
U412,C0013491,0
U491,C0973461,0
U816,C0028754,0
U487,C0032914,0
U348,C0003635,0
U559,C1963154,0
U697,C0086437,0
U534,C0014335,0
U821,C0013491,1
U631,C0018681,1
U998,C0030193,1
U189,C0013604,1
U224,C0018681,0
U596,C1568249,0
U973,C0020429,1
U551,C0240735,0
U442,C0030193,1
U447,C0085636,1
U199,C0234378,0
U723,C0005779,0
U416,C0241210,0
U649,C0338591,0
U146,C0015230,1
U416,C0162298,0
U382,C0000737,1
U583,C0206160,0
U524,C0030193,1
U987,C1963154,0
U136,C0231807,0
U659,C0000737,1
U602,C0020505,0
U190,C0026846,0
U545,C0015672,0
U952,C0020429,1
U875,C0042963,1
U279,C0011991,1
U237,C0020796,0
U630,C0020429,1
U789,C0018776,0
U676,C0233565,0
U930,C0085636,0
U363,C0033774,1
U255,C0018780,0
U994,C0234979,0
U6,C0020429,1
U57,C0240735,0
U823,C0000737,1
U117,C0010200,1
U459,C0023014,0
U728,C0033687,0
U583,C0009421,0
U87,C0030193,1
U578,C1860844,0
U496,C0001925,0
U460,C0020429,1
U914,C0032914,0
U519,C0042571,1
U470,C0003862,1
U43,C0020429,1
U859,C0000737,0
U414,C0009398,0
U634,C0020429,1
U266,C0035455,0
U964,C0085636,0
U383,C0000737,1
U810,C0035229,0
U661,C0700590,0
U359,C0030193,1
U597,C0237326,1
U951,C0023530,0
U926,C0018777,0
U103,C0011991,1
U700,C0021359,1
U312,C0009806,1
U83,C0271097,0
U874,C0013604,1
U892,C0008031,1
U496,C0032285,1
U76,C0020429,1
U942,C0020438,0
U124,C0020429,1
U638,C0033774,1
U496,C0010200,1
U108,C1838869,0
U740,C0042571,1
U162,C0009806,1
U204,C0031154,0
U852,C0019825,0
U313,C0000737,1
U70,C0033774,1
U317,C1384666,0
U845,C0476273,0
U147,C0011991,1
U480,C0039070,1
U268,C0040034,0
U871,C0013595,0
U480,C0151908,0
U649,C0019214,0
U221,C0003578,0
U504,C0018834,1
U711,C0003862,1
U463,C0010200,1
U55,C0086565,0
U185,C0011991,1
U382,C0018681,1
U858,C0020429,1
U76,C0013604,1
U945,C0013604,1
U602,C0030193,1
U127,C0751295,0
U312,C0206160,0
U685,C0020429,1
U396,C0008031,1
U138,C0042798,0
U274,C0237326,1
U423,C0020429,1
U875,C0013421,0
U789,C0010200,1
U276,C1145670,0
U820,C0030193,1
U90,C0030193,1
U375,C0003635,0
U409,C3714756,0
U619,C0020429,1
U21,C0427055,0
U529,C0020305,0
U364,C0000737,0
U76,C0009806,1
U680,C0030193,1
U190,C0030232,0
U12,C0030232,0
U380,C0000737,1
U623,C0029089,0
U834,C0042963,1
U439,C0020429,1
U234,C0751837,0
U790,C0000737,1
U898,C0030193,1
U335,C0231835,1
U349,C0015644,0
U529,C0010200,1
U613,C0022346,0
U709,C0030193,1
U967,C0162298,0
U347,C0034150,0
U124,C0010200,1
U183,C0018989,1
U829,C0011570,1
U456,C0235153,0
U597,C0030193,1
U544,C0030232,0
U802,C0010200,1
U365,C0028756,0
U274,C0030193,1
U805,C0000737,1
U841,C0011991,1
U37,C0014118,0
U968,C0013604,1
U273,C0022346,1
U383,C0030193,1
U829,C0009460,0
U583,C0022116,0
U730,C0020429,1
U653,C0018784,0
U155,C0008031,1
U234,C0042963,1
U1008,C0021368,0
U966,C0011570,0
U898,C0237326,1
U650,C0010200,1
U913,C0231791,0
U826,C0699731,0
U793,C0036572,1
U443,C0042963,1
U62,C0042963,1
U240,C0039070,0
U934,C0022346,0
U214,C0030193,1
U460,C0020438,0
U700,C0036572,1
U474,C0000737,1
U496,C0020505,0
U180,C0030193,1
U62,C0018681,1
U533,C0034150,0
U597,C0020429,1
U892,C0237326,1
U372,C0011991,1
U286,C0026821,0
U779,C0010200,1
U359,C0003537,0
U585,C1262477,0
U597,C0018681,1
U335,C0237326,1
U578,C0030193,1
U860,C0018780,0
U603,C0042798,0
U236,C0020429,1
U999,C0026837,0
U880,C0008031,0
U211,C0026846,0
U639,C0237326,0
U439,C0003537,0
U862,C0013604,0
U399,C0042963,1
U751,C0006625,0
U173,C0035078,0
U558,C0030193,1
U556,C0023186,0
U662,C0030193,1
U414,C0231528,0
U74,C0040822,0
U87,C0011991,1
U489,C0020438,0
U447,C0042571,1
U463,C0009806,1
U193,C0700590,0
U774,C0234133,0
U849,C0020429,1
U344,C0029089,0
U919,C0030193,1
U594,C0032914,0
U489,C0700590,0
U638,C0020429,1
U816,C0002418,0
U509,C0851578,0
U11,C0009806,0
U930,C0014118,0
U172,C0013595,1
U582,C0030193,1
U672,C0751295,0
U811,C0033377,0
U104,C0030193,1
U688,C0009398,0
U417,C0234132,0
U944,C0020429,1
U897,C0152200,0
U625,C0086437,0
U314,C0020429,1
U297,C0030193,1
U135,C0699731,0
U979,C0020429,1
U817,C0011991,1
U610,C0008489,0
U364,C0020305,0
U816,C0086132,0
U268,C0020429,1
U447,C0005779,0
U351,C0033774,1
U383,C0022346,1
U950,C0018780,0
U282,C0751295,1
U141,C0237326,1
U533,C0026837,0
U340,C0031154,0
U103,C0032285,0
U655,C0018834,0
U54,C0030193,1
U168,C0009421,0
U323,C0026826,0
U755,C0023380,0
U451,C0011991,1
U665,C1860844,0
U569,C0042571,1
U222,C0271097,0
U644,C0023012,0
U563,C0231528,0
U271,C0023014,0
U372,C0010200,1
U841,C0010200,1
U164,C0042963,1
U386,C0010200,1
U265,C0039070,1
U125,C0020429,1
U931,C0032617,0
U537,C0020438,0
U462,C0003113,0
U304,C0020615,0
U614,C0011991,1
U785,C0018681,1
U71,C0020305,0
U538,C3668816,0
U524,C0235153,0
U650,C0020429,1
U410,C0030486,0
U343,C0007758,0
U901,C0030193,1
U320,C0014335,0
U262,C0015967,1
U860,C0003862,1
U689,C0003123,0
U711,C0035078,0
U50,C0700590,0
U496,C0012833,1
U363,C0003862,0
U537,C0022346,0
U999,C0237326,1
U958,C0018989,0
U1007,C1860844,0
U54,C0042571,1
U351,C0042963,1
U475,C3552463,0
U279,C0030193,1
U963,C0008031,1
U1042,C0234144,0
U363,C0013595,1
U874,C0011991,1
U487,C0036572,1
U558,C0020429,1
U684,C0241210,0
U462,C0020429,1
U625,C0030193,1
U230,C0015967,1
U55,C0022346,1
U993,C1568249,0
U488,C0013604,1
U914,C0015967,1
U314,C0013604,1
U108,C0003126,0
U829,C0030193,1
U874,C0020429,1
U265,C0018681,1
U106,C0151908,0
U691,C0030193,1
U48,C4020887,0
U244,C0030193,1
U423,C0015967,1
U642,C0020429,1
U440,C0028754,0
U583,C0155320,0
U435,C0237326,0
U462,C0003862,0
U410,C0000737,1
U65,C0018780,0
U861,C0033774,1
U584,C0030193,1
U179,C0023014,0
U852,C0028756,0
U296,C0020429,1
U887,C0234144,0
U83,C0008031,1
U779,C0237326,1
U504,C0011991,1
U693,C0020429,1
U734,C0032285,1
U762,C0030232,0
U711,C0030193,1
U484,C0003537,1
U951,C0020429,1
U195,C0042963,1
U995,C0030193,1
U479,C4020887,0
U874,C0030193,1
U202,C0035078,0
U236,C0000737,1
U207,C0030193,1
U313,C0030193,1
U194,C3203358,0
U430,C4020887,0
U834,C0020429,1
U856,C0008031,0
U918,C0039070,1
U697,C0020429,1
U638,C0206160,0
U968,C0031154,0
U706,C0751837,0
U963,C0030193,1
U913,C1384666,0
U582,C0030193,1
U533,C0023014,0
U54,C0020429,1
U140,C0013604,1
U541,C0233565,0
U612,C0032285,1
U273,C0015967,1
U776,C0010200,1
U19,C0013595,0
U446,C0023014,0
U460,C0476273,0
U650,C0003862,1
U4,C2931205,0
U50,C0018834,1
U971,C0085636,0
U826,C0020429,1
U363,C0033774,1
U623,C0022346,1
U1008,C0241210,0
U1010,C0018777,0
U242,C0030193,1
U56,C0030193,1
U579,C0020429,1
U286,C0013604,1
U569,C0007758,0
U106,C0010200,1
U61,C0028754,0
U999,C0008031,1
U363,C0015967,1
U770,C0542476,0
U583,C0009398,0
U826,C0011991,1
U91,C0006271,0
U311,C0011991,1
U86,C0030193,1
U95,C0020429,1
U136,C0006271,0
U930,C0010200,1
U859,C0042024,0
U440,C0012833,1
U599,C0028754,0
U872,C0030193,1
U17,C0039070,1
U920,C0746674,0
U416,C0014118,0
U866,C0037315,0
U27,C0151786,0
U677,C2931205,0
U401,C0020305,0
U279,C0000737,1
U47,C0699731,0
U498,C0027066,0
U483,C0035078,0
U155,C0020429,1
U120,C0013491,1
U221,C0231712,0
U700,C0020429,1
U871,C0751837,0
U587,C0002622,0
U442,C0178417,0
U527,C0000737,1
U1031,C0009806,1
U116,C0012833,1
U35,C0020429,1
U785,C0476273,0
U144,C0003126,0
U728,C1384666,0
U958,C0022346,0
U752,C0151825,0
U924,C0032914,0
U440,C0018681,1
U443,C0043094,0
U687,C0030193,1
U216,C0015230,0
U382,C0152200,0
U286,C0000737,1
U901,C0020438,0
U230,C0000737,0
U205,C0020438,0
U12,C0030193,1
U285,C0043094,0
U417,C0010200,1
U462,C0032914,0
U807,C0018681,1
U1006,C0206160,0
U476,C0039070,1
U242,C0008031,1
U459,C0010200,1
U185,C0042963,1
U882,C0231791,0
U286,C0003862,1
U874,C0018681,1
U650,C0000737,1
U282,C0039070,1
U12,C0000737,1
U351,C0000737,1
U274,C0020429,1
U590,C0010200,1
U108,C0000737,1
U496,C0023530,0
U336,C0398650,0
U533,C0030193,1
U50,C0015967,1
U451,C0033774,1
U1025,C0013595,1
U1030,C0020538,0
U671,C0014335,0
U169,C0020429,1
U999,C0011991,1
U640,C0015967,1
U241,C0231528,0
U634,C0030193,1
U875,C0020429,1
U359,C0020429,1
U52,C0013595,1
U88,C0034150,1
U640,C0234132,0
U309,C0746674,0
U470,C0030193,1
U416,C0013604,1
U821,C0427190,0
U468,C0005745,0
U417,C0005745,0
U730,C0000737,1
U989,C0033774,0
U944,C0026837,0
U663,C0023530,0
U597,C0011991,1
U558,C0008031,1
U828,C0032617,0
U60,C0042798,0
U50,C0476254,0
U457,C0020429,0
U820,C0020429,1
U241,C0023015,0
U447,C0019825,1
U776,C1691779,0
U149,C0221263,0
U582,C0013604,1
U984,C0008031,0
U134,C0233565,0
U784,C0020429,1
U622,C0021359,1
U387,C0000737,1
U662,C0020429,1
U845,C0019572,0
U232,C0476254,0
U332,C0037317,0
U195,C0000737,1
U924,C0003113,0
U160,C0851578,1
U459,C0001925,0
U655,C1145670,0
U602,C0030193,1
U396,C0020429,1
U761,C1836296,0
U619,C0030193,1
U697,C0042571,1
U741,C0033377,0
U498,C0037315,0
U206,C0018681,1
U242,C0042963,1
U639,C0020429,1
U141,C0018989,0
U901,C0086437,0
U17,C0042963,0
U1026,C0014335,0
U401,C3714756,0
U606,C0042571,1
U834,C0030193,1
U891,C0010200,1
U425,C0011991,1
U710,C0002103,0
U435,C0020429,0
U539,C0010200,1
U279,C0155320,0
U700,C1838869,0
U37,C0021368,0
U240,C0086565,0
U735,C0030193,1
U146,C0015967,1
U59,C0039070,0
U221,C1860844,0
U4,C0022346,1
U496,C0033774,1
U536,C0009806,0
U686,C0001925,0
U934,C0241210,0
U528,C0020505,0
U269,C0018681,1
U711,C0028756,0
U382,C0015967,1
U858,C0237326,1
U560,C0030193,1
U635,C0022346,1
U607,C0231712,0
U91,C0018681,1
U858,C0008031,1
U190,C0231835,1
U62,C0008031,1
U508,C0241210,0
U45,C0010200,1
U339,C3668816,0
U857,C0002103,0
U44,C0033774,1
U884,C0751265,0
U247,C0751295,0
U30,C0020429,1
U934,C0271215,0
U684,C0020538,0
U171,C0231835,1
U222,C0973461,0
U437,C0030193,1
U953,C0000737,1
U38,C0033774,1
U280,C0234376,0
U628,C0010200,1
U952,C0042571,1
U88,C0014118,0
U50,C0020429,1
U669,C0030193,1
U948,C2364082,0
U220,C0973461,0
U748,C0020429,1
U170,C1145670,0
U533,C0020429,1
U341,C0019214,0
U592,C0152200,0
U115,C0237326,1
U335,C0003862,1
U83,C2364082,0
U234,C0000737,1
U513,C3668816,0
U91,C0011991,1
U213,C0036572,0
U196,C0018681,1
U776,C0032285,1
U240,C0013604,1
U701,C0003123,0
U207,C0020429,1
U110,C0022346,1
U225,C0033687,0
U736,C0023186,0
U839,C0231791,0
U380,C0020429,1
U135,C0032617,1
U761,C0021368,0
U318,C0018834,0
U475,C0003635,0
U814,C0231791,0
U262,C0008031,1
U597,C0010200,1
U27,C0022346,0
U635,C0015967,1
U440,C0042571,1
U924,C0030193,0
U338,C1384666,0
U243,C0542476,0
U522,C0237326,0
U734,C0040822,0
U716,C0042963,1
U852,C0016382,0
U91,C0009398,0
U790,C1836296,0
U434,C0030486,0
U47,C0020438,0
U268,C0033377,0
U488,C0009806,0
U74,C0476273,0
U627,C0010200,1
U964,C0237326,1
U938,C0086565,0
U243,C0231791,0
U576,C0007758,0
U230,C0237326,1
U576,C0026826,0
U10,C0237326,1
U842,C0456909,0
U538,C0030193,1
U698,C0020305,0
U108,C0030193,1
U120,C0015967,1
U403,C0022346,1
U920,C0427055,0
U873,C0002622,0
U118,C0000737,1
U216,C0030193,1
U901,C0006625,0
U637,C0020429,1
U801,C0746674,0
U628,C0013604,0
U408,C0010200,1
U168,C0030193,1
U375,C0032285,1
U463,C0011991,1
